Date,CORA Trail,Chance of Being Open,Classification,execution_date_long,execution_date
2023-08-02,England Idlewild,0.6913926,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-03,England Idlewild,0.6920118,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-04,England Idlewild,0.68935186,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-05,England Idlewild,0.6874119,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-06,England Idlewild,0.6901839,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-07-30,Hueston Woods,0.89477664,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-07-31,Hueston Woods,0.91311634,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-01,Hueston Woods,0.92977166,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-02,Hueston Woods,0.945497,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-03,Hueston Woods,0.945497,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-04,Hueston Woods,0.92849606,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-05,Hueston Woods,0.88122183,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-06,Hueston Woods,0.92849606,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-07-30,Premier Health Bike Park,0.6359448,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-07-31,Premier Health Bike Park,0.8877442,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-01,Premier Health Bike Park,0.8879188,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-02,Premier Health Bike Park,0.8931913,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-03,Premier Health Bike Park,0.8931913,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-04,Premier Health Bike Park,0.8693986,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-05,Premier Health Bike Park,0.8458338,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-06,Premier Health Bike Park,0.8573127,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-07-30,Caesar Creek,0.86562777,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-07-31,Caesar Creek,0.8746801,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-01,Caesar Creek,0.9133018,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-02,Caesar Creek,0.90922314,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-03,Caesar Creek,0.90922314,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-04,Caesar Creek,0.87501174,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-05,Caesar Creek,0.83468556,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-06,Caesar Creek,0.9065643,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-07-30,Harbin Park,0.8692438,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-07-31,Harbin Park,0.8670787,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-01,Harbin Park,0.87487406,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-02,Harbin Park,0.8949675,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-03,Harbin Park,0.87075347,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-04,Harbin Park,0.8692438,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-05,Harbin Park,0.673041,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-06,Harbin Park,0.87302226,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-07-30,Mount Airy Forest,0.8259765,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-07-31,Mount Airy Forest,0.8236973,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-01,Mount Airy Forest,0.8259765,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-02,Mount Airy Forest,0.83260494,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-03,Mount Airy Forest,0.83260494,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-04,Mount Airy Forest,0.8268415,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-05,Mount Airy Forest,0.79550356,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-06,Mount Airy Forest,0.8259765,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-07-30,Mitchell Memorial Forest,0.7032876,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-07-31,Mitchell Memorial Forest,0.7871209,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-01,Mitchell Memorial Forest,0.7382748,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-02,Mitchell Memorial Forest,0.65433466,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-03,Mitchell Memorial Forest,0.643599,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-04,Mitchell Memorial Forest,0.70404375,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-05,Mitchell Memorial Forest,0.7411685,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-06,Mitchell Memorial Forest,0.70720977,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-07-30,East Fork State Park,0.5299389,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-07-31,East Fork State Park,0.64836055,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-01,East Fork State Park,0.6449972,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-02,East Fork State Park,0.65259504,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-03,East Fork State Park,0.66103625,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-04,East Fork State Park,0.60943,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-05,East Fork State Park,0.6301084,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-08-06,East Fork State Park,0.6241428,UNSURE - LEANING OPEN,2023-07-30 09:05:35,2023-07-30
2023-07-30,Landen Deerfield,0.89616394,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-07-31,Landen Deerfield,0.8924262,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-01,Landen Deerfield,0.9146774,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-02,Landen Deerfield,0.9107299,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-03,Landen Deerfield,0.8853097,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-04,Landen Deerfield,0.9008647,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-05,Landen Deerfield,0.81742173,OPEN - LIKELY,2023-07-30 09:05:35,2023-07-30
2023-08-06,Landen Deerfield,0.90131575,OPEN - VERY LIKELY,2023-07-30 09:05:35,2023-07-30
